"Data do Registro","Dia","Prestador de Serviço","Serviços","Janela de atendimento","Capacidade","Ocupada","Disponível","% Uso"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Reparo MudEnd, Reparo","Período da Tarde","2","2","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Reparo MudEnd","Período da Manhã","10","1","9","10%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","MP MudEnd, MP.","Período da Manhã","9","9","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","MP., MP MudEnd","Período da Tarde","9","10","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","MP MudEnd","Período da Tarde","10","1","9","10%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Troca","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Troca","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Desistalação, Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Segurança de Produto","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R01","Segurança de Produto","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Instalação, Instalação Mud_End","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Reparo MudEnd, Reparo","Período da Manhã","2","6","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Reparo, Reparo MudEnd","Período da Tarde","1","1","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","MP., MP MudEnd","Período da Manhã","7","7","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","MP MudEnd, MP.","Período da Tarde","7","4","3","57%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Troca","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Troca","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Desistalação, Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Segurança de Produto","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BASE LESTE SP R02","Segurança de Produto","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Instalação, Instalação Mud_End","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Instalação, Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Reparo, Reparo MudEnd","Período da Manhã","3","7","0","100%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Reparo MudEnd, Reparo","Período da Tarde","3","2","1","66%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","MP., MP MudEnd","Período da Manhã","5","6","0","100%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","MP MudEnd, MP.","Período da Tarde","4","0","4","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Troca","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Troca","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Desistalação, Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Desistalação MudEnd, Desistalação","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Segurança de Produto","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R03","Segurança de Produto","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Instalação Mud_End, Instalação","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Instalação Mud_End, Instalação","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Reparo, Reparo MudEnd","Período da Manhã","3","3","0","100%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Reparo, Reparo MudEnd","Período da Tarde","3","0","3","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","MP., MP MudEnd","Período da Manhã","5","1","4","20%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","MP MudEnd, MP.","Período da Tarde","4","0","4","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Troca","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Troca","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Desistalação, Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Segurança de Produto","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ GUARULHOS SP R04","Segurança de Produto","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Instalação, Instalação Mud_End","Período da Manhã","2","3","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Instalação, Instalação Mud_End","Período da Tarde","2","2","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Reparo, Reparo MudEnd","Período da Manhã","5","6","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Reparo, Reparo MudEnd","Período da Tarde","5","5","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","MP MudEnd, MP.","Período da Manhã","6","12","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","MP MudEnd, MP.","Período da Tarde","6","7","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Troca","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Troca","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Desistalação MudEnd, Desistalação","Período da Manhã","1","2","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Segurança de Produto","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA NORTE SP R02","Segurança de Produto","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Instalação, Instalação Mud_End","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Instalação, Instalação Mud_End","Período da Tarde","1","1","0","100%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd, Reparo","Período da Manhã","2","4","0","100%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Reparo, Reparo MudEnd","Período da Tarde","2","0","2","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","MP MudEnd, Desistalação MudEnd, Troca, MP., Desistalação","Período da Manhã","5","4","1","80%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd, MP MudEnd, Desistalação, MP., Troca","Período da Tarde","4","0","4","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Troca","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Troca","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd, Desistalação","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd, Desistalação","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Segurança de Produto","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ BRAGANCA PAULISTA SP R02","Segurança de Produto","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Instalação, Instalação Mud_End","Período da Manhã","2","3","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Instalação Mud_End, Instalação","Período da Tarde","2","1","1","50%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Instalação Mud_End","Período da Manhã","10","2","8","20%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Reparo MudEnd, Reparo","Período da Manhã","8","8","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Reparo, Reparo MudEnd","Período da Tarde","8","8","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","MP., MP MudEnd","Período da Manhã","13","13","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","MP MudEnd, MP.","Período da Tarde","14","15","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Troca","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Troca","Período da Tarde","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","1","2","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Instalação, Instalação Mud_End","Período da Manhã","2","2","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Reparo MudEnd, Reparo","Período da Manhã","5","5","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Reparo, Reparo MudEnd","Período da Tarde","5","5","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","MP., MP MudEnd","Período da Manhã","10","2","8","20%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","MP., MP MudEnd","Período da Tarde","11","1","10","9%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Troca","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Troca","Período da Tarde","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","1","0","100%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","5","0","5","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"05/03/2026","Quinta","FRQ ZONA OESTE2 SP R01","Segurança de Produto","Período da Tarde","5","0","5","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","2","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Instalação, Instalação Mud_End","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Reparo MudEnd, Reparo","Período da Manhã","8","8","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","MP MudEnd","Período da Manhã","10","3","7","30%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Troca","Período da Manhã","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Reparo MudEnd, Reparo","Período da Tarde","8","8","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Troca","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Instalação, Instalação Mud_End","Período da Manhã","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Instalação, Instalação Mud_End","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Reparo MudEnd, Reparo","Período da Manhã","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Reparo, Reparo MudEnd","Período da Tarde","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Troca","Período da Manhã","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Troca","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Desistalação MudEnd, Desistalação","Período da Manhã","1","0","1","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Desistalação, Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Segurança de Produto","Período da Manhã","1","0","1","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","Segurança de Produto","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","MP., MP MudEnd","Período da Manhã","11","14","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R01","MP MudEnd, MP.","Período da Tarde","11","11","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","MP., MP MudEnd","Período da Manhã","3","3","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R02","MP MudEnd, MP.","Período da Tarde","3","2","1","66%"
"06/03/2026","Sexta","FRQ SBC SP R01","Instalação, Instalação Mud_End","Período da Manhã","2","4","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Instalação, Instalação Mud_End","Período da Tarde","1","1","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Instalação Mud_End","Período da Manhã","10","1","9","10%"
"06/03/2026","Sexta","FRQ SBC SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","Reparo MudEnd, Reparo","Período da Manhã","4","5","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Reparo MudEnd, Reparo","Período da Tarde","4","6","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","MP., MP MudEnd","Período da Manhã","19","20","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","MP., MP MudEnd","Período da Tarde","23","24","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","MP MudEnd","Período da Manhã","10","1","9","10%"
"06/03/2026","Sexta","FRQ SBC SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","Troca","Período da Manhã","2","2","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Troca","Período da Tarde","1","1","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","2","3","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"06/03/2026","Sexta","FRQ SBC SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","Segurança de Produto","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ SBC SP R01","Segurança de Produto","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Instalação","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Instalação, Instalação Mud_End","Período da Tarde","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Reparo, Reparo MudEnd","Período da Manhã","2","2","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Reparo, Reparo MudEnd","Período da Tarde","1","1","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","MP MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","MP MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Troca","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Troca","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Desistalação, Desistalação MudEnd","Período da Manhã","1","0","1","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Desistalação MudEnd, Desistalação","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Segurança de Produto","Período da Manhã","1","0","1","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","Segurança de Produto","Período da Tarde","10","0","10","0%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","MP MudEnd, MP.","Período da Manhã","3","3","0","100%"
"06/03/2026","Sexta","FRQ OSASCO SP R04","MP MudEnd, MP.","Período da Tarde","3","3","0","100%"
"06/03/2026","Sexta","FRQ BASE LESTE SP R01","Instalação Mud_End, Instalação","Período da Manhã","1","2","0","100%"
"06/03/2026","Sexta","FRQ BASE LESTE SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","2","0","100%"
"06/03/2026","Sexta","FRQ BASE LESTE SP R01","Instalação Mud_End","Período da Manhã","10","1","9","10%"
