"Data do Registro","Dia","Prestador de Serviço","Serviços","Janela de atendimento","Capacidade","Ocupada","Disponível","% Uso"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","MP., MP MudEnd","Período da Manhã","6","6","0","100%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","MP MudEnd, MP.","Período da Tarde","6","2","4","33%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Troca","Período da Manhã","1","1","0","100%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Troca","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","1","2","0","100%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA NORTE SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Instalação Mud_End, Instalação","Período da Manhã","1","0","1","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Instalação Mud_End, Instalação","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Reparo MudEnd, Reparo","Período da Manhã","2","0","2","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Reparo MudEnd, Reparo","Período da Tarde","2","0","2","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Desistalação, MP MudEnd, Desistalação MudEnd, MP., Troca","Período da Manhã","5","0","5","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","MP., Desistalação, Desistalação MudEnd, MP MudEnd, Troca","Período da Tarde","4","0","4","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","MP MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","MP MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Troca","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Troca","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Desistalação MudEnd, Desistalação","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Desistalação, Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Segurança de Produto","Período da Manhã","1","0","1","0%"
"30/03/2026","Segunda","FRQ BRAGANCA PAULISTA SP R04","Segurança de Produto","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Instalação Mud_End, Instalação","Período da Manhã","2","3","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Instalação, Instalação Mud_End","Período da Tarde","2","0","2","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Reparo, Reparo MudEnd","Período da Manhã","8","8","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Reparo MudEnd, Reparo","Período da Tarde","8","9","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","MP MudEnd, MP.","Período da Manhã","13","14","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","MP MudEnd, MP.","Período da Tarde","14","2","12","14%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Manhã","10","1","9","10%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Troca","Período da Manhã","1","1","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Troca","Período da Tarde","1","1","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","2","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação, Desistalação MudEnd","Período da Tarde","1","1","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE1 SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação, Instalação Mud_End","Período da Manhã","2","1","1","50%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo, Reparo MudEnd","Período da Manhã","5","5","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo, Reparo MudEnd","Período da Tarde","5","4","1","80%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP MudEnd, MP.","Período da Manhã","10","10","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP., MP MudEnd","Período da Tarde","11","11","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Troca","Período da Manhã","1","1","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Troca","Período da Tarde","1","0","1","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","2","0","100%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"30/03/2026","Segunda","FRQ ZONA OESTE2 SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","1","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Instalação, Instalação Mud_End","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Reparo, Reparo MudEnd","Período da Manhã","9","9","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Troca","Período da Manhã","1","2","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Reparo, Reparo MudEnd","Período da Tarde","9","9","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Segurança de Produto","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R01","MP., MP MudEnd","Período da Manhã","14","14","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R01","MP MudEnd, MP.","Período da Tarde","15","15","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Instalação, Instalação Mud_End","Período da Manhã","2","1","1","50%"
"31/03/2026","Terça","FRQ SBC SP R01","Instalação, Instalação Mud_End","Período da Tarde","1","1","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","Reparo, Reparo MudEnd","Período da Manhã","4","7","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Reparo, Reparo MudEnd","Período da Tarde","4","7","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","MP MudEnd, MP.","Período da Manhã","19","11","8","57%"
"31/03/2026","Terça","FRQ SBC SP R01","MP MudEnd, MP.","Período da Tarde","23","0","23","0%"
"31/03/2026","Terça","FRQ SBC SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","Troca","Período da Manhã","2","2","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Troca","Período da Tarde","1","2","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd, Desistalação","Período da Manhã","2","2","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"31/03/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Instalação, Instalação Mud_End","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Reparo, Reparo MudEnd","Período da Manhã","2","1","1","50%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Reparo, Reparo MudEnd","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Troca","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Desistalação MudEnd, Desistalação","Período da Tarde","1","1","0","100%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","Segurança de Produto","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","MP MudEnd, MP.","Período da Manhã","3","0","3","0%"
"31/03/2026","Terça","FRQ OSASCO SP R03","MP., MP MudEnd","Período da Tarde","2","0","2","0%"
"31/03/2026","Terça","FRQ SBC SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ SBC SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Instalação Mud_End, Instalação","Período da Manhã","1","2","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Instalação Mud_End, Instalação","Período da Tarde","1","1","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Reparo MudEnd, Reparo","Período da Manhã","3","5","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Reparo, Reparo MudEnd","Período da Tarde","3","3","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","MP MudEnd, MP.","Período da Manhã","12","1","11","8%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","MP MudEnd, MP.","Período da Tarde","13","2","11","15%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Troca","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Troca","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","1","2","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Instalação Mud_End, Instalação","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd, Reparo","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd, Reparo","Período da Tarde","1","2","0","100%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","MP., MP MudEnd","Período da Manhã","4","0","4","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","MP MudEnd, MP.","Período da Tarde","3","0","3","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Troca","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Desistalação MudEnd, Desistalação","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BASE LESTE SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Instalação, Instalação Mud_End","Período da Manhã","1","2","0","100%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Reparo, Reparo MudEnd","Período da Manhã","3","3","0","100%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Reparo MudEnd, Reparo","Período da Tarde","3","2","1","66%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","MP MudEnd, MP.","Período da Manhã","5","6","0","100%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","MP., MP MudEnd","Período da Tarde","4","0","4","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Troca","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Desistalação, Desistalação MudEnd","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R03","Segurança de Produto","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Reparo, Reparo MudEnd","Período da Manhã","3","3","0","100%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Reparo, Reparo MudEnd","Período da Tarde","3","0","3","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd, MP.","Período da Manhã","5","5","0","100%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","MP., MP MudEnd","Período da Tarde","4","0","4","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Troca","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ GUARULHOS SP R04","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Instalação, Instalação Mud_End","Período da Manhã","2","0","2","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Instalação Mud_End, Instalação","Período da Tarde","2","0","2","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd, Reparo","Período da Manhã","5","6","0","100%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd, Reparo","Período da Tarde","5","2","3","40%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd, MP.","Período da Manhã","6","3","3","50%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd, MP.","Período da Tarde","6","0","6","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Troca","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Troca","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação MudEnd, Desistalação","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação, Desistalação MudEnd","Período da Tarde","1","1","0","100%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Segurança de Produto","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ ZONA NORTE SP R02","Segurança de Produto","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Instalação, Instalação Mud_End","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo MudEnd, Reparo","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo MudEnd, Reparo","Período da Tarde","1","0","1","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Reparo MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP MudEnd, Desistalação MudEnd, MP., Desistalação, Troca","Período da Manhã","3","0","3","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP., Desistalação, MP MudEnd, Desistalação MudEnd, Troca","Período da Tarde","2","0","2","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","MP MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Troca","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Troca","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação, Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação MudEnd, Desistalação","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação MudEnd","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Desistalação MudEnd","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R01","Segurança de Produto","Período da Manhã","1","0","1","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End, Instalação","Período da Manhã","1","1","0","100%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End","Período da Manhã","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Instalação Mud_End","Período da Tarde","10","0","10","0%"
"31/03/2026","Terça","FRQ BRAGANCA PAULISTA SP R02","Reparo MudEnd, Reparo","Período da Manhã","1","1","0","100%"
